Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2000-01-03,16.875,16.958332061767578,16.37708282470703,16.63541603088379,5.805503845214844,209280,BPCL
2000-01-04,16.57291603088379,16.57291603088379,15.308333396911621,15.4375,5.387449264526367,547680,BPCL
2000-01-05,14.583333015441895,16.04166603088379,14.583333015441895,14.997916221618652,5.2340407371521,3660912,BPCL
2000-01-06,15.083333015441895,16.0,15.083333015441895,15.845832824707031,5.529951095581055,1429296,BPCL
2000-01-07,15.375,16.25,15.25,15.827082633972168,5.523407936096191,1036488,BPCL
2000-01-10,15.833333015441895,16.4375,15.833333015441895,16.039583206176758,5.597568035125732,1253616,BPCL
2000-01-11,16.04166603088379,16.04166603088379,15.25,15.533332824707031,5.420891761779785,410688,BPCL
2000-01-12,15.833333015441895,15.916666030883789,15.625,15.75,5.496506690979004,138792,BPCL
2000-01-13,15.833333015441895,15.833333015441895,15.541666030883789,15.666666030883789,5.4674248695373535,55128,BPCL
2000-01-14,15.75,15.916666030883789,15.541666030883789,15.600000381469727,5.444159030914307,452544,BPCL
2000-01-17,15.791666030883789,15.791666030883789,15.5,15.660415649414062,5.465240478515625,3204912,BPCL
2000-01-18,15.625,16.331249237060547,15.545832633972168,15.864583015441895,5.53649377822876,947544,BPCL
2000-01-19,15.887499809265137,16.241666793823242,15.625,15.702082633972168,5.479783058166504,986760,BPCL
2000-01-20,15.666666030883789,15.75,15.375,15.466666221618652,5.397627353668213,617760,BPCL
2000-01-21,15.520833015441895,15.520833015441895,15.291666030883789,15.387499809265137,5.370000839233398,143040,BPCL
2000-01-24,16.04166603088379,16.04166603088379,14.670832633972168,14.800000190734863,5.164970397949219,144840,BPCL
2000-01-25,14.583333015441895,15.0,14.375,14.522915840148926,5.068271636962891,1257504,BPCL
2000-01-26,14.522915840148926,14.522915840148926,14.522915840148926,14.522915840148926,5.068271636962891,0,BPCL
2000-01-27,14.791666030883789,15.685416221618652,14.585415840148926,15.245833396911621,5.320559501647949,3257688,BPCL
2000-01-28,14.056249618530273,16.350000381469727,14.056249618530273,15.635416030883789,5.45651912689209,1918440,BPCL
2000-01-31,15.416666030883789,16.04166603088379,15.416666030883789,15.925000190734863,5.557578086853027,747624,BPCL
2000-02-01,15.833333015441895,16.25,15.666666030883789,15.789583206176758,5.510321140289307,1454880,BPCL
2000-02-02,16.0,17.04166603088379,15.9375,16.679166793823242,5.820771217346191,4047744,BPCL
2000-02-03,16.66666603088379,16.875,15.345832824707031,15.908332824707031,5.551759719848633,2237952,BPCL
2000-02-04,16.375,16.375,15.302083015441895,15.452082633972168,5.392539024353027,598416,BPCL
2000-02-07,16.04166603088379,16.04166603088379,15.010416030883789,15.350000381469727,5.356912136077881,182352,BPCL
2000-02-08,15.40625,15.416666030883789,14.197916030883789,14.741665840148926,5.144613265991211,822312,BPCL
2000-02-09,15.375,15.920832633972168,14.668749809265137,15.864583015441895,5.53649377822876,3159816,BPCL
2000-02-10,15.354166030883789,15.604166030883789,14.595832824707031,14.595832824707031,5.093718528747559,920208,BPCL
2000-02-11,14.995833396911621,15.0,13.429165840148926,13.654166221618652,4.765092849731445,597600,BPCL
2000-02-14,13.708333015441895,14.745833396911621,13.333333015441895,14.668749809265137,5.119165897369385,1243560,BPCL
2000-02-15,15.75,15.75,13.5,13.870833396911621,4.840708255767822,639072,BPCL
2000-02-16,14.083333015441895,14.291666030883789,13.541666030883789,13.752082824707031,4.799262523651123,396480,BPCL
2000-02-17,13.75,13.854166030883789,13.416666030883789,13.65625,4.765819549560547,329280,BPCL
2000-02-18,13.666666030883789,13.75,12.566665649414062,12.566665649414062,4.385570526123047,613872,BPCL
2000-02-21,12.095832824707031,12.916666030883789,12.095832824707031,12.247916221618652,4.2743330001831055,1031400,BPCL
2000-02-22,12.25,12.25,11.268750190734863,11.268750190734863,3.9326202869415283,2293128,BPCL
2000-02-23,11.291666030883789,11.708333015441895,10.368749618530273,11.018750190734863,3.8453726768493652,2671704,BPCL
2000-02-24,10.833333015441895,11.375,10.666666030883789,11.254165649414062,3.927530527114868,604824,BPCL
2000-02-25,11.333333015441895,11.458333015441895,11.177083015441895,11.252082824707031,3.926801919937134,961008,BPCL
2000-02-28,11.643750190734863,12.152083396911621,11.208333015441895,12.147915840148926,4.239435195922852,428328,BPCL
2000-02-29,13.083333015441895,13.120833396911621,11.254165649414062,11.429165840148926,3.9886012077331543,919488,BPCL
2000-03-01,12.1875,12.1875,11.458333015441895,11.497916221618652,4.012595176696777,650640,BPCL
2000-03-02,11.458333015441895,12.081250190734863,10.583333015441895,10.716666221618652,3.7399497032165527,621240,BPCL
2000-03-03,10.625,10.625,10.002082824707031,10.391666412353516,3.626530408859253,822552,BPCL
2000-03-06,10.395833015441895,10.458333015441895,9.560416221618652,9.5625,3.3371658325195312,1099152,BPCL
2000-03-07,9.416666030883789,9.787500381469727,8.797916412353516,8.797916412353516,3.0703368186950684,317712,BPCL
2000-03-08,8.25,8.662500381469727,8.125,8.162500381469727,2.848585605621338,861720,BPCL
2000-03-09,8.25,8.5,7.7083330154418945,8.245833396911621,2.8776674270629883,2550264,BPCL
2000-03-10,8.245833396911621,8.533332824707031,8.054165840148926,8.277083396911621,2.888573408126831,1955280,BPCL
2000-03-13,8.287500381469727,8.541666030883789,8.125,8.285415649414062,2.89148211479187,774288,BPCL
2000-03-14,8.291666030883789,8.927083015441895,8.208333015441895,8.868749618530273,3.0950565338134766,658152,BPCL
2000-03-15,9.0625,9.579166412353516,8.920832633972168,9.316665649414062,3.2513720989227295,4506456,BPCL
2000-03-16,9.375,9.458333015441895,8.958333015441895,9.289583206176758,3.2419211864471436,242064,BPCL
2000-03-17,9.289583206176758,9.289583206176758,9.289583206176758,9.289583206176758,3.2419211864471436,0,BPCL
2000-03-20,9.289583206176758,9.289583206176758,9.289583206176758,9.289583206176758,3.2419211864471436,0,BPCL
2000-03-21,9.333333015441895,10.033332824707031,9.166666030883789,10.016666412353516,3.495661735534668,775536,BPCL
2000-03-22,10.0,10.75,9.958333015441895,10.643750190734863,3.714505910873413,939720,BPCL
2000-03-23,9.964583396911621,11.0625,9.964583396911621,10.922916412353516,3.8119287490844727,502824,BPCL
2000-03-24,10.583333015441895,10.837499618530273,10.052083015441895,10.216666221618652,3.5654587745666504,647280,BPCL
2000-03-27,9.916666030883789,10.416666030883789,9.399999618530273,9.410415649414062,3.2840893268585205,265248,BPCL
2000-03-28,9.541666030883789,10.164583206176758,9.166666030883789,10.164583206176758,3.5472824573516846,303264,BPCL
2000-03-29,10.833333015441895,10.977083206176758,10.645833015441895,10.922916412353516,3.8119287490844727,762984,BPCL
2000-03-30,10.625,10.666666030883789,10.225000381469727,10.495833396911621,3.6628835201263428,1514664,BPCL
2000-03-31,10.458333015441895,11.166666030883789,10.206250190734863,10.854166030883789,3.7879350185394287,424440,BPCL
2000-04-03,11.125,11.722915649414062,11.010416030883789,11.722915649414062,4.091116428375244,325920,BPCL
2000-04-04,11.458333015441895,11.572916030883789,10.962499618530273,11.189582824707031,3.9049923419952393,1113336,BPCL
2000-04-05,11.087499618530273,11.245833396911621,10.420832633972168,10.804165840148926,3.7704873085021973,406680,BPCL
2000-04-06,10.833333015441895,10.833333015441895,10.050000190734863,10.614583015441895,3.704324960708618,366504,BPCL
2000-04-07,10.833333015441895,11.458333015441895,10.833333015441895,11.360416412353516,3.964608907699585,469440,BPCL
2000-04-10,11.458333015441895,11.583333015441895,11.125,11.191665649414062,3.9057180881500244,408072,BPCL
2000-04-11,10.833333015441895,11.333333015441895,10.645833015441895,11.183333396911621,3.9028115272521973,443136,BPCL
2000-04-12,11.127082824707031,11.25,10.833333015441895,10.899999618530273,3.803931474685669,255720,BPCL
2000-04-13,10.416666030883789,11.25,10.333333015441895,10.852083206176758,3.7872095108032227,750144,BPCL
2000-04-14,10.852083206176758,10.852083206176758,10.852083206176758,10.852083206176758,3.7872095108032227,0,BPCL
2000-04-17,10.012499809265137,10.833333015441895,10.012499809265137,10.306249618530273,3.59672212600708,440880,BPCL
2000-04-18,10.416666030883789,10.416666030883789,9.895833015441895,9.991665840148926,3.4869370460510254,642192,BPCL
2000-04-19,10.583333015441895,10.583333015441895,9.193750381469727,9.277083396911621,3.2375588417053223,1570824,BPCL
2000-04-20,9.252082824707031,9.252082824707031,8.541666030883789,8.722915649414062,3.044163227081299,2334840,BPCL
2000-04-21,8.722915649414062,8.722915649414062,8.722915649414062,8.722915649414062,3.044163227081299,0,BPCL
2000-04-24,8.75,8.75,8.502082824707031,8.539583206176758,2.9801831245422363,1150968,BPCL
2000-04-25,8.458333015441895,8.458333015441895,8.083333015441895,8.183333396911621,2.8558571338653564,2860704,BPCL
2000-04-26,8.427083015441895,8.427083015441895,8.166666030883789,8.21875,2.8682169914245605,2797992,BPCL
2000-04-27,8.327082633972168,8.479166030883789,7.639583110809326,7.943749904632568,2.772245407104492,1148928,BPCL
2000-04-28,7.875,7.916666030883789,7.308332920074463,7.308332920074463,2.5504953861236572,1858704,BPCL
2000-05-01,7.308332920074463,7.308332920074463,7.308332920074463,7.308332920074463,2.5504953861236572,0,BPCL
2000-05-02,7.416666030883789,7.416666030883789,6.431250095367432,6.441666126251221,2.2480416297912598,1856784,BPCL
2000-05-03,6.1875,7.166666030883789,6.1875,6.785416126251221,2.3680055141448975,2768904,BPCL
2000-05-04,6.875,7.154166221618652,6.662499904632568,7.033332824707031,2.454524040222168,2108016,BPCL
2000-05-05,7.041666030883789,7.041666030883789,6.587500095367432,6.727083206176758,2.3476476669311523,4114656,BPCL
2000-05-08,6.672915935516357,6.854166030883789,6.462500095367432,6.508333206176758,2.2713074684143066,1428408,BPCL
2000-05-09,6.4375,6.666666030883789,6.304165840148926,6.622916221618652,2.311296224594116,1166568,BPCL
2000-05-10,6.75,6.852083206176758,6.604166030883789,6.745832920074463,2.3541905879974365,1676472,BPCL
2000-05-11,6.768750190734863,6.768750190734863,6.5833330154418945,6.654166221618652,2.322200298309326,14694888,BPCL
2000-05-12,6.5520830154418945,6.666666030883789,6.46875,6.564582824707031,2.290937900543213,6641352,BPCL
2000-05-15,6.479166030883789,6.625,6.375,6.412499904632568,2.237863302230835,10385616,BPCL
2000-05-16,6.5208330154418945,6.75,6.4583330154418945,6.675000190734863,2.3294711112976074,681600,BPCL
2000-05-17,7.0833330154418945,7.4583330154418945,6.841666221618652,7.139583110809326,2.4916036128997803,2754456,BPCL
2000-05-18,7.166666030883789,7.997916221618652,7.004166126251221,7.997916221618652,2.7911486625671387,3174936,BPCL
2000-05-19,8.041666030883789,8.241665840148926,7.166666030883789,7.587500095367432,2.647920846939087,6805344,BPCL
2000-05-22,7.291666030883789,7.791666030883789,7.291666030883789,7.75,2.7046303749084473,1139136,BPCL
2000-05-23,7.602083206176758,8.083333015441895,7.541666030883789,7.881249904632568,2.7504348754882812,1017048,BPCL
2000-05-24,7.916666030883789,8.827082633972168,7.916666030883789,8.827082633972168,3.0805163383483887,1888704,BPCL
2000-05-25,9.0,9.885416030883789,8.791666030883789,9.564582824707031,3.337891101837158,3355968,BPCL
2000-05-26,9.5,10.247916221618652,9.333333015441895,10.016666412353516,3.495661735534668,3556176,BPCL
2000-05-29,10.166666030883789,10.333333015441895,9.833333015441895,10.014582633972168,3.49493408203125,1842120,BPCL
2000-05-30,10.0,10.0,9.274999618530273,9.566665649414062,3.3386178016662598,6373800,BPCL
2000-05-31,9.583333015441895,9.583333015441895,8.458333015441895,8.558333396911621,2.9867260456085205,2164584,BPCL
2000-06-01,8.170832633972168,8.208333015441895,7.53125,7.543749809265137,2.6326515674591064,6423744,BPCL
2000-06-02,7.5833330154418945,7.870832920074463,7.541666030883789,7.620832920074463,2.659553050994873,3885768,BPCL
2000-06-05,7.699999809265137,8.535415649414062,7.699999809265137,8.139582633972168,2.840588331222534,4261632,BPCL
2000-06-06,8.020833015441895,8.227083206176758,7.875,8.137499809265137,2.8398611545562744,1038864,BPCL
2000-06-07,8.291666030883789,8.789583206176758,8.291666030883789,8.654166221618652,3.0201706886291504,2757648,BPCL
2000-06-08,8.708333015441895,9.164583206176758,8.583333015441895,8.966666221618652,3.129228115081787,1429032,BPCL
